be_trigger_mult	partial_frac	lock_atr_mult	result_line	diag3_line	reasons_line
0.9	0.33	0.4	2026-02-10 02:58:10.522 | INFO     | __main__:main:653 - RESULT | trades=59 wins=24 losses=35 winrate=40.68% pnl_total=-0.919751686192546684053386901 max_dd=0.995095067813284798657062991 pf=0.4586538680786642361986536349 avg_win=0.03246903441787414306925790904 avg_loss=0.0485431003491864605061593348 expectancy=-0.01558901163038214718734554069 avg_trade_bars=4.19 open_position=False	2026-02-10 02:58:10.521 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=7 pnl=0.070140226323972828232699617 avg_pnl=0.01002003233199611831895708814 avg_bars=4.57 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=34 pnl=-1.663722107221526117715576718 avg_pnl=-0.04893300315357429757986990347 avg_bars=3.71 | tp: n=17 pnl=0.709116599705006605429490200 avg_pnl=0.04171274115911803561349942353 avg_bars=4.94	2026-02-10 02:58:10.522 | INFO     | __main__:main:670 - REASONS | {'sl': 34, 'tp': 17, 'signal': 1, 'be': 7}
1.0	0.25	0.0	2026-02-10 02:58:15.747 | INFO     | __main__:main:653 - RESULT | trades=58 wins=18 losses=40 winrate=31.03% pnl_total=-0.940444024830497937112837314 max_dd=0.989885719461082155489669409 pf=0.4298820864162969576799303985 avg_win=0.03939536306822050892108233106 avg_loss=0.04123901400146167744230798182 expectancy=-0.01621455215224996443297995369 avg_trade_bars=4.38 open_position=False	2026-02-10 02:58:15.746 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=7 pnl=1E-27 avg_pnl=1.428571428571428571428571429E-28 avg_bars=6.14 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=33 pnl=-1.614274155058467097692319272 avg_pnl=-0.04891739863813536659673694764 avg_bars=3.70 | tp: n=17 pnl=0.709116535227969160579481957 avg_pnl=0.04171273736635112709291070335 avg_bars=4.94	2026-02-10 02:58:15.747 | INFO     | __main__:main:670 - REASONS | {'sl': 33, 'tp': 17, 'signal': 1, 'be': 7}
1.0	0.25	0.1	2026-02-10 02:58:22.458 | INFO     | __main__:main:653 - RESULT | trades=58 wins=24 losses=34 winrate=41.38% pnl_total=-0.920788541326778450190366078 max_dd=0.977268737856861009933188386 pf=0.4417976741065256917452776174 avg_win=0.03036550078048702697924804975 avg_loss=0.04851648706054314993212703741 expectancy=-0.01587566450563411121017872548 avg_trade_bars=4.38 open_position=False	2026-02-10 02:58:22.457 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=7 pnl=0.019655483503719486922471237 avg_pnl=0.002807926214817069560353033857 avg_bars=6.14 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=33 pnl=-1.614274155058467097692319272 avg_pnl=-0.04891739863813536659673694764 avg_bars=3.70 | tp: n=17 pnl=0.709116535227969160579481957 avg_pnl=0.04171273736635112709291070335 avg_bars=4.94	2026-02-10 02:58:22.458 | INFO     | __main__:main:670 - REASONS | {'sl': 33, 'tp': 17, 'signal': 1, 'be': 7}
1.0	0.25	0.2	2026-02-10 02:58:29.028 | INFO     | __main__:main:653 - RESULT | trades=58 wins=24 losses=34 winrate=41.38% pnl_total=-0.901133057823058963267894840 max_dd=0.964651756252639864376707366 pf=0.4537132617967544258106248379 avg_win=0.03118447925980867226768435133 avg_loss=0.04851648706054314993212703741 expectancy=-0.01553677685901825798737749724 avg_trade_bars=4.38 open_position=False	2026-02-10 02:58:29.027 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=7 pnl=0.039310967007438973844942475 avg_pnl=0.005615852429634139120706067857 avg_bars=6.14 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=33 pnl=-1.614274155058467097692319272 avg_pnl=-0.04891739863813536659673694764 avg_bars=3.70 | tp: n=17 pnl=0.709116535227969160579481957 avg_pnl=0.04171273736635112709291070335 avg_bars=4.94	2026-02-10 02:58:29.028 | INFO     | __main__:main:670 - REASONS | {'sl': 33, 'tp': 17, 'signal': 1, 'be': 7}
1.0	0.25	0.3	2026-02-10 02:58:34.733 | INFO     | __main__:main:653 - RESULT | trades=58 wins=24 losses=34 winrate=41.38% pnl_total=-0.881475303276105284138890598 max_dd=0.952032503605184526613693341 pf=0.4656302611953995731090687038 avg_win=0.03200355686151532719093697504 avg_loss=0.04851649023389626872709935291 expectancy=-0.015197850056484573864463631 avg_trade_bars=4.36 open_position=False	2026-02-10 02:58:34.733 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=7 pnl=0.058968800407625759831652879 avg_pnl=0.008424114343946537118807554143 avg_bars=6.00 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=33 pnl=-1.614274262952473136721377999 avg_pnl=-0.04891740190765070111276903027 avg_bars=3.70 | tp: n=17 pnl=0.709116564268742092750834522 avg_pnl=0.04171273907463188780887261894 avg_bars=4.94	2026-02-10 02:58:34.733 | INFO     | __main__:main:670 - REASONS | {'sl': 33, 'tp': 17, 'signal': 1, 'be': 7}
1.0	0.25	0.4	2026-02-10 02:58:41.059 | INFO     | __main__:main:653 - RESULT | trades=58 wins=24 losses=34 winrate=41.38% pnl_total=-0.861759335780317208947845239 max_dd=0.939355038008894792788638199 pf=0.4775635618278940082885519963 avg_win=0.03282256205124814951474430133 avg_loss=0.04851473014736096462652083738 expectancy=-0.01485791958241926222323871102 avg_trade_bars=4.34 open_position=False	2026-02-10 02:58:41.058 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=7 pnl=0.078625067210167679775536912 avg_pnl=0.01123215245859538282507670171 avg_bars=5.86 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=33 pnl=-1.614214420010272797301708471 avg_pnl=-0.04891558848515978173641540821 avg_bars=3.70 | tp: n=17 pnl=0.709116422019787908578326320 avg_pnl=0.041712730707046347563430960 avg_bars=4.94	2026-02-10 02:58:41.059 | INFO     | __main__:main:670 - REASONS | {'sl': 33, 'tp': 17, 'signal': 1, 'be': 7}
1.0	0.33	0.0	2026-02-10 02:58:47.951 | INFO     | __main__:main:653 - RESULT | trades=58 wins=17 losses=41 winrate=29.31% pnl_total=-0.940444024830497937112837316 max_dd=0.989885719461082155489669409 pf=0.4298820864162969576799303973 avg_win=0.04171273736635112709291070335 avg_loss=0.04023318439166992921200778715 expectancy=-0.01621455215224996443297995372 avg_trade_bars=4.38 open_position=False	2026-02-10 02:58:47.950 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=7 pnl=-1E-27 avg_pnl=-1.428571428571428571428571429E-28 avg_bars=6.14 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=33 pnl=-1.614274155058467097692319272 avg_pnl=-0.04891739863813536659673694764 avg_bars=3.70 | tp: n=17 pnl=0.709116535227969160579481957 avg_pnl=0.04171273736635112709291070335 avg_bars=4.94	2026-02-10 02:58:47.951 | INFO     | __main__:main:670 - REASONS | {'sl': 33, 'tp': 17, 'signal': 1, 'be': 7}
1.0	0.33	0.1	2026-02-10 02:58:54.432 | INFO     | __main__:main:653 - RESULT | trades=58 wins=24 losses=34 winrate=41.38% pnl_total=-0.922841028887042805981258607 max_dd=0.978758145265165498414801699 pf=0.4405534108706299406182474884 avg_win=0.03027998046547601215462752771 avg_loss=0.04851648706054314993212703741 expectancy=-0.01591105222219039320657342426 avg_trade_bars=4.38 open_position=False	2026-02-10 02:58:54.431 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=7 pnl=0.017602995943455131131578708 avg_pnl=0.002514713706207875875939815429 avg_bars=6.14 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=33 pnl=-1.614274155058467097692319272 avg_pnl=-0.04891739863813536659673694764 avg_bars=3.70 | tp: n=17 pnl=0.709116535227969160579481957 avg_pnl=0.04171273736635112709291070335 avg_bars=4.94	2026-02-10 02:58:54.432 | INFO     | __main__:main:670 - REASONS | {'sl': 33, 'tp': 17, 'signal': 1, 'be': 7}
1.0	0.33	0.2	2026-02-10 02:59:00.562 | INFO     | __main__:main:653 - RESULT | trades=58 wins=24 losses=34 winrate=41.38% pnl_total=-0.905238032943587674849679900 max_dd=0.967630571069248841339933992 pf=0.4512247353249629235565645786 avg_win=0.03101343862978664261844330717 avg_loss=0.04851648706054314993212703741 expectancy=-0.01560755229213082198016689483 avg_trade_bars=4.38 open_position=False	2026-02-10 02:59:00.561 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=7 pnl=0.035205991886910262263157415 avg_pnl=0.005029427412415751751879630714 avg_bars=6.14 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=33 pnl=-1.614274155058467097692319272 avg_pnl=-0.04891739863813536659673694764 avg_bars=3.70 | tp: n=17 pnl=0.709116535227969160579481957 avg_pnl=0.04171273736635112709291070335 avg_bars=4.94	2026-02-10 02:59:00.562 | INFO     | __main__:main:670 - REASONS | {'sl': 33, 'tp': 17, 'signal': 1, 'be': 7}
1.0	0.33	0.3	2026-02-10 02:59:06.934 | INFO     | __main__:main:653 - RESULT | trades=58 wins=24 losses=34 winrate=41.38% pnl_total=-0.887633059693955993568355620 max_dd=0.956501019567155634115320711 pf=0.4618972936619932021061388731 avg_win=0.03174698367743821429804259912 avg_loss=0.04851649023389626872709935291 expectancy=-0.01530401827058544816497164862 avg_trade_bars=4.36 open_position=False	2026-02-10 02:59:06.933 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=7 pnl=0.052811043989775050402187857 avg_pnl=0.007544434855682150057455408143 avg_bars=6.00 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=33 pnl=-1.614274262952473136721377999 avg_pnl=-0.04891740190765070111276903027 avg_bars=3.70 | tp: n=17 pnl=0.709116564268742092750834522 avg_pnl=0.04171273907463188780887261894 avg_bars=4.94	2026-02-10 02:59:06.934 | INFO     | __main__:main:670 - REASONS | {'sl': 33, 'tp': 17, 'signal': 1, 'be': 7}
1.0	0.33	0.4	2026-02-10 02:59:13.875 | INFO     | __main__:main:653 - RESULT | trades=58 wins=24 losses=34 winrate=41.38% pnl_total=-0.869969677670784821520465237 max_dd=0.945313059291522936124141327 pf=0.4725860912101290974853770482 avg_win=0.03248046447247866565755180142 avg_loss=0.04851473014736096462652083738 expectancy=-0.01499947720122042795724940064 avg_trade_bars=4.34 open_position=False	2026-02-10 02:59:13.874 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=7 pnl=0.070414725319700067202916914 avg_pnl=0.01005924647424286674327384486 avg_bars=5.86 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=33 pnl=-1.614214420010272797301708471 avg_pnl=-0.04891558848515978173641540821 avg_bars=3.70 | tp: n=17 pnl=0.709116422019787908578326320 avg_pnl=0.041712730707046347563430960 avg_bars=4.94	2026-02-10 02:59:13.875 | INFO     | __main__:main:670 - REASONS | {'sl': 33, 'tp': 17, 'signal': 1, 'be': 7}
1.3	0.25	0.0	2026-02-10 02:59:20.245 | INFO     | __main__:main:653 - RESULT | trades=58 wins=18 losses=40 winrate=31.03% pnl_total=-0.997392301468490745188697170 max_dd=1.111353912756852247061203556 pf=0.4359669654695861101987303428 avg_win=0.04282945505684615659047698322 avg_loss=0.0442080623122930390954320717 expectancy=-0.01719641899083604733083960638 avg_trade_bars=4.62 open_position=False	2026-02-10 02:59:20.244 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=4 pnl=0E-27 avg_pnl=0E-27 avg_bars=6.75 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=35 pnl=-1.733036087491721563817282868 avg_pnl=-0.04951531678547775896620808194 avg_bars=3.74 | tp: n=18 pnl=0.770930191023230818628585698 avg_pnl=0.04282945505684615659047698322 avg_bars=5.83	2026-02-10 02:59:20.245 | INFO     | __main__:main:670 - REASONS | {'sl': 35, 'tp': 18, 'signal': 1, 'be': 4}
1.3	0.25	0.1	2026-02-10 02:59:33.976 | INFO     | __main__:main:653 - RESULT | trades=58 wins=22 losses=36 winrate=37.93% pnl_total=-0.988266401189343633339773188 max_dd=1.104590388717174308357581420 pf=0.4411277324212567398866503832 avg_win=0.03545709505919899683988680364 avg_loss=0.04912006923588115455048007967 expectancy=-0.01703907588257489022999608945 avg_trade_bars=4.62 open_position=False	2026-02-10 02:59:33.975 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=4 pnl=0.009125900279147111848923982 avg_pnl=0.0022814750697867779622309955 avg_bars=6.75 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=35 pnl=-1.733036087491721563817282868 avg_pnl=-0.04951531678547775896620808194 avg_bars=3.74 | tp: n=18 pnl=0.770930191023230818628585698 avg_pnl=0.04282945505684615659047698322 avg_bars=5.83	2026-02-10 02:59:33.976 | INFO     | __main__:main:670 - REASONS | {'sl': 35, 'tp': 18, 'signal': 1, 'be': 4}
1.3	0.25	0.2	2026-02-10 02:59:40.307 | INFO     | __main__:main:653 - RESULT | trades=58 wins=22 losses=36 winrate=37.93% pnl_total=-0.979140500910196521490849212 max_dd=1.097826864677496369653959286 pf=0.4462884993729273695745704202 avg_win=0.03587190870825113828756516618 avg_loss=0.04912006923588115455048007967 expectancy=-0.01688173277431373312915257262 avg_trade_bars=4.62 open_position=False	2026-02-10 02:59:40.306 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=4 pnl=0.018251800558294223697847958 avg_pnl=0.0045629501395735559244619895 avg_bars=6.75 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=35 pnl=-1.733036087491721563817282868 avg_pnl=-0.04951531678547775896620808194 avg_bars=3.74 | tp: n=18 pnl=0.770930191023230818628585698 avg_pnl=0.04282945505684615659047698322 avg_bars=5.83	2026-02-10 02:59:40.307 | INFO     | __main__:main:670 - REASONS | {'sl': 35, 'tp': 18, 'signal': 1, 'be': 4}
1.3	0.25	0.3	2026-02-10 02:59:45.822 | INFO     | __main__:main:653 - RESULT | trades=58 wins=22 losses=36 winrate=37.93% pnl_total=-1.020136947483327712015209907 max_dd=1.091071520215792272142013880 pf=0.4230932532039096275402093286 avg_win=0.03400684002312438923729233414 avg_loss=0.04911909522200178542321225717 expectancy=-0.01758856806005737434508982598 avg_trade_bars=4.48 open_position=False	2026-02-10 02:59:45.821 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=5 pnl=0.041795028884534161172503582 avg_pnl=0.0083590057769068322345007164 avg_bars=6.60 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=35 pnl=-1.733001022992064275235641258 avg_pnl=-0.04951431494263040786387546451 avg_bars=3.74 | tp: n=17 pnl=0.706355451624202402047927769 avg_pnl=0.04155032068377661188517222171 avg_bars=5.35	2026-02-10 02:59:45.822 | INFO     | __main__:main:670 - REASONS | {'sl': 35, 'tp': 17, 'signal': 1, 'be': 5}
1.3	0.25	0.4	2026-02-10 02:59:54.424 | INFO     | __main__:main:653 - RESULT | trades=58 wins=22 losses=36 winrate=37.93% pnl_total=-1.006145570495236836377214293 max_dd=1.084248295482868178191230659 pf=0.4309863848963403780428686309 avg_win=0.03464009157066486815630715568 avg_loss=0.04911743291805177599488810328 expectancy=-0.01734733742233166959271059126 avg_trade_bars=4.47 open_position=False	2026-02-10 02:59:54.424 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=5 pnl=0.055726705179378881563337858 avg_pnl=0.0111453410358757763126675716 avg_bars=6.40 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=35 pnl=-1.732941180049863935815971718 avg_pnl=-0.04951260514428182673759919194 avg_bars=3.74 | tp: n=17 pnl=0.706355309375248217875419567 avg_pnl=0.04155031231619107163973056276 avg_bars=5.35	2026-02-10 02:59:54.425 | INFO     | __main__:main:670 - REASONS | {'sl': 35, 'tp': 17, 'signal': 1, 'be': 5}
1.3	0.33	0.0	2026-02-10 03:00:01.386 | INFO     | __main__:main:653 - RESULT | trades=58 wins=18 losses=40 winrate=31.03% pnl_total=-1.002558282943675289257602856 max_dd=1.111353912756852247061203556 pf=0.4330455631252064813162019072 avg_win=0.04254245608600257080887111178 avg_loss=0.0442080623122930390954320717 expectancy=-0.01728548763695991878030349752 avg_trade_bars=4.62 open_position=False	2026-02-10 03:00:01.386 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=4 pnl=0E-27 avg_pnl=0E-27 avg_bars=6.75 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=35 pnl=-1.733036087491721563817282868 avg_pnl=-0.04951531678547775896620808194 avg_bars=3.74 | tp: n=18 pnl=0.765764209548046274559680012 avg_pnl=0.04254245608600257080887111178 avg_bars=5.83	2026-02-10 03:00:01.386 | INFO     | __main__:main:670 - REASONS | {'sl': 35, 'tp': 18, 'signal': 1, 'be': 4}
1.3	0.33	0.1	2026-02-10 03:00:09.790 | INFO     | __main__:main:653 - RESULT | trades=58 wins=22 losses=36 winrate=37.93% pnl_total=-0.994466813268645453598255789 max_dd=1.105435829222134050695534187 pf=0.4376213515967019973029126601 avg_win=0.03517525814650345955541032177 avg_loss=0.04912006923588115455048007967 expectancy=-0.01714597953911457678617682395 avg_trade_bars=4.62 open_position=False	2026-02-10 03:00:09.789 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=4 pnl=0.008091469675029835659347067 avg_pnl=0.00202286741875745891483676675 avg_bars=6.75 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=35 pnl=-1.733036087491721563817282868 avg_pnl=-0.04951531678547775896620808194 avg_bars=3.74 | tp: n=18 pnl=0.765764209548046274559680012 avg_pnl=0.04254245608600257080887111178 avg_bars=5.83	2026-02-10 03:00:09.790 | INFO     | __main__:main:670 - REASONS | {'sl': 35, 'tp': 18, 'signal': 1, 'be': 4}
1.3	0.33	0.2	2026-02-10 03:00:16.550 | INFO     | __main__:main:653 - RESULT | trades=58 wins=22 losses=36 winrate=37.93% pnl_total=-0.986375343593615617938908727 max_dd=1.099517745687415854329864820 pf=0.4421971400681975132896234101 avg_win=0.0355430522226411793581079155 avg_loss=0.04912006923588115455048007967 expectancy=-0.01700647144126923479205015047 avg_trade_bars=4.62 open_position=False	2026-02-10 03:00:16.549 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=4 pnl=0.016182939350059671318694129 avg_pnl=0.00404573483751491782967353225 avg_bars=6.75 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=35 pnl=-1.733036087491721563817282868 avg_pnl=-0.04951531678547775896620808194 avg_bars=3.74 | tp: n=18 pnl=0.765764209548046274559680012 avg_pnl=0.04254245608600257080887111178 avg_bars=5.83	2026-02-10 03:00:16.550 | INFO     | __main__:main:670 - REASONS | {'sl': 35, 'tp': 18, 'signal': 1, 'be': 4}
1.3	0.33	0.3	2026-02-10 03:00:23.195 | INFO     | __main__:main:653 - RESULT | trades=58 wins=22 losses=36 winrate=37.93% pnl_total=-1.024393625539446966633999183 max_dd=1.093607841730671499155872180 pf=0.4206860212184666151900306378 avg_win=0.03381335465693715039098373068 avg_loss=0.04911909522200178542321225717 expectancy=-0.01766195906102494770058619281 avg_trade_bars=4.48 open_position=False	2026-02-10 03:00:23.194 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=5 pnl=0.037538350828414906553714306 avg_pnl=0.0075076701656829813107428612 avg_bars=6.60 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=35 pnl=-1.733001022992064275235641258 avg_pnl=-0.04951431494263040786387546451 avg_bars=3.74 | tp: n=17 pnl=0.706355451624202402047927769 avg_pnl=0.04155032068377661188517222171 avg_bars=5.35	2026-02-10 03:00:23.195 | INFO     | __main__:main:670 - REASONS | {'sl': 35, 'tp': 17, 'signal': 1, 'be': 5}
1.3	0.33	0.4	2026-02-10 03:00:29.631 | INFO     | __main__:main:653 - RESULT | trades=58 wins=22 losses=36 winrate=37.93% pnl_total=-1.011821141236729175868933294 max_dd=1.087630057502707147543041695 pf=0.4277766336236656625535312584 avg_win=0.03438211108241521636122901927 avg_loss=0.04911743291805177599488810328 expectancy=-0.01744519209028843406670574645 avg_trade_bars=4.47 open_position=False	2026-02-10 03:00:29.630 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=5 pnl=0.050051134437886542071618857 avg_pnl=0.0100102268875773084143237714 avg_bars=6.40 | signal: n=1 pnl=-0.0352864050000000000 avg_pnl=-0.0352864050000000000 avg_bars=5.00 | sl: n=35 pnl=-1.732941180049863935815971718 avg_pnl=-0.04951260514428182673759919194 avg_bars=3.74 | tp: n=17 pnl=0.706355309375248217875419567 avg_pnl=0.04155031231619107163973056276 avg_bars=5.35	2026-02-10 03:00:29.631 | INFO     | __main__:main:670 - REASONS | {'sl': 35, 'tp': 17, 'signal': 1, 'be': 5}
